norsk_navn,latinsk_navn,familie,type,norskflora_url,wikipedia_url,wikipedia_image_url,wikipedia_image_file,wikipedia_status
Rankpiggknopp,Sparganium emersum,Dunkjevlefamilien,Gressplante,https://norskflora.no/plante/?sle=Sparganium&art=emersum,https://en.wikipedia.org/wiki/Sparganium_emersum,https://upload.wikimedia.org/wikipedia/commons/c/cc/Sparganium_emersum_11429.jpg,,FUNNET
Reinfann,Tanacetum vulgare,Kurvplantefamilien,Urt/staude,https://norskflora.no/plante/?sle=Tanacetum&art=vulgare,https://en.wikipedia.org/wiki/Tansy,https://upload.wikimedia.org/wikipedia/commons/d/d6/Tanacetum_vulgare_-_harilik_soolikarohi_Keilas2.jpg,,FUNNET
Reinrose,Dryas octopetala,Rosefamilien,Urt/staude,https://norskflora.no/plante/?sle=Dryas&art=octopetala,https://en.wikipedia.org/wiki/Dryas_octopetala,https://upload.wikimedia.org/wikipedia/commons/b/b0/Dryas_octopetala_LC0327.jpg,,FUNNET
Revebjelle,Digitalis purpurea,Maskeblomstfamilien,Urt/staude,https://norskflora.no/plante/?sle=Digitalis&art=purpurea,https://en.wikipedia.org/wiki/Digitalis_purpurea,https://upload.wikimedia.org/wikipedia/commons/b/ba/Digitalis_purpurea_LC0101.jpg,,FUNNET
Rogn,Sorbus aucuparia,Rosefamilien,Tre/busk,https://norskflora.no/plante/?sle=Sorbus&art=aucuparia,https://en.wikipedia.org/wiki/Sorbus_aucuparia,https://upload.wikimedia.org/wikipedia/commons/2/26/Rowan_tree_20081002b.jpg,,FUNNET
Rognasal,Hedlundia hybrida,Rosefamilien,Tre/busk,https://norskflora.no/plante/?sle=Hedlundia&art=hybrida,https://en.wikipedia.org/wiki/Hedlundia_hybrida,https://upload.wikimedia.org/wikipedia/commons/7/72/Sorbus_hybrida1.jpg,,FUNNET
Rosenrot,Rhodiola rosea,Bergknappfamilien,Urt/staude,https://norskflora.no/plante/?sle=Rhodiola&art=rosea,https://en.wikipedia.org/wiki/Rhodiola_rosea,https://upload.wikimedia.org/wikipedia/commons/e/ef/Rhodiola_rosea_a2.jpg,,FUNNET
Ryllik,Achillea millefolium,Kurvplantefamilien,Urt/staude,https://norskflora.no/plante/?sle=Achillea&art=millefolium,https://en.wikipedia.org/wiki/Achillea_millefolium,https://upload.wikimedia.org/wikipedia/commons/1/1a/Achillea_millefolium_%28bright%29.jpg,,FUNNET
Rynkevier,Salix reticulata,Vierfamilien,Tre/busk,https://norskflora.no/plante/?sle=Salix&art=reticulata,https://en.wikipedia.org/wiki/Salix_reticulata,https://upload.wikimedia.org/wikipedia/commons/5/51/Salix_reticulata_n%C3%A4tvide.jpg,,FUNNET
Rødjonsokblom,Silene dioica,Nellikfamilien,Urt/staude,https://norskflora.no/plante/?sle=Silene&art=dioica,https://en.wikipedia.org/wiki/Silene_dioica,https://upload.wikimedia.org/wikipedia/commons/7/7b/Bayrischer_Wald_9929.JPG,,FUNNET
Rødkløver,Trifolium pratense,Erteblomstfamilien,Urt/staude,https://norskflora.no/plante/?sle=Trifolium&art=pratense,https://en.wikipedia.org/wiki/Trifolium_pratense,https://upload.wikimedia.org/wikipedia/commons/a/ae/Trifolium_pratense_-_Keila2.jpg,,FUNNET
Rødknapp,Knautia arvensis,Kardeborrefamilien,Urt/staude,https://norskflora.no/plante/?sle=Knautia&art=arvensis,https://en.wikipedia.org/wiki/Knautia,https://upload.wikimedia.org/wikipedia/commons/d/d4/Acker-Witwenblume_Knautia_arvensis.jpg,,FUNNET
Rødsildre,Saxifraga oppositifolia,Sildrefamilien,Urt/staude,https://norskflora.no/plante/?sle=Saxifraga&art=oppositifolia,https://en.wikipedia.org/wiki/Saxifraga_oppositifolia,https://upload.wikimedia.org/wikipedia/commons/a/ae/Purpsaxifrage2.jpg,,FUNNET
Røsslyng,Calluna vulgaris,Lyngfamilien,Lyngplante,https://norskflora.no/plante/?sle=Calluna&art=vulgaris,https://en.wikipedia.org/wiki/Calluna,https://upload.wikimedia.org/wikipedia/commons/3/30/CallunaVulgaris.jpg,,FUNNET
Sauesvingel,Festuca ovina,Gressfamilien,Gressplante,https://norskflora.no/plante/?sle=Festuca&art=ovina,https://en.wikipedia.org/wiki/Festuca_ovina,https://upload.wikimedia.org/wikipedia/commons/5/50/Illustration_Festuca_ovina0.jpg,,FUNNET
Sauetelg,Dryopteris expansa,Stortelgfamilien,Bregne,https://norskflora.no/plante/?sle=Dryopteris&art=expansa,https://en.wikipedia.org/wiki/Dryopteris_expansa,https://upload.wikimedia.org/wikipedia/commons/7/75/Dryopteris_expansa.jpg,,FUNNET
Selje,Salix caprea,Vierfamilien,Tre/busk,https://norskflora.no/plante/?sle=Salix&art=caprea,https://en.wikipedia.org/wiki/Salix_caprea,https://upload.wikimedia.org/wikipedia/commons/0/03/Waterwilg_%28DSC_2539%29.jpg,,FUNNET
Sibirgran,Picea obovata,Furufamilien,Tre/busk,https://norskflora.no/plante/?sle=Picea&art=obovata,https://en.wikipedia.org/wiki/Picea_obovata,https://upload.wikimedia.org/wikipedia/commons/e/e5/Picea_obovata_Urals1.jpg,,FUNNET
Sibirklematis,Clematis alpina ssp sibirica,Soleiefamilien,Tre/busk,https://norskflora.no/plante/?sle=Clematis&art=alpina,https://snl.no/skogranke,https://media.snl.no/media/10220/standard_compressed_skogranke.jpg,,FUNNET
Sibirstjerne,Eurybia sibirica,Kurvplantefamilien,Urt/staude,https://norskflora.no/plante/?sle=Eurybia&art=sibirica,https://en.wikipedia.org/wiki/Eurybia_sibirica,https://upload.wikimedia.org/wikipedia/commons/d/d0/Aster_sibiricus.jpg,,FUNNET
Sikori,Cichorium intybus,Kurvplantefamilien,Urt/staude,https://norskflora.no/plante/?sle=Cichorium&art=intybus,https://en.wikipedia.org/wiki/Chicory,https://upload.wikimedia.org/wikipedia/commons/b/bf/Illustration_Cichorium_intybus0_clean.jpg,,FUNNET
Silkenellik,Dianthus superbus,Nellikfamilien,Urt/staude,https://norskflora.no/plante/?sle=Dianthus&art=superbus,https://en.wikipedia.org/wiki/Dianthus_superbus,https://upload.wikimedia.org/wikipedia/commons/7/7a/Dianthus_superbus_140805a.jpg,,FUNNET
Sisselrot,Polypodium vulgare,Sisselrotfamilien,Bregne,https://norskflora.no/plante/?sle=Polypodium&art=vulgare,https://en.wikipedia.org/wiki/Polypodium_vulgare,https://upload.wikimedia.org/wikipedia/commons/5/56/T%C3%BCpfelfarn_%28Polypodium_vulgare%29.jpg,,FUNNET
Skavsnelle,Equisetum hyemale,Snellefamilien,Bregne,https://norskflora.no/plante/?sle=Equisetum&art=hyemale,https://en.wikipedia.org/wiki/Equisetum_hyemale,https://upload.wikimedia.org/wikipedia/commons/4/4a/Rough_Horsetail_%28Equisetum_hyemale%29_-_B%C3%A6rum%2C_Norway_2021-10-15.jpg,,FUNNET
Skjeggklokke,Campanula barbata,Klokkefamilien,Urt/staude,https://norskflora.no/plante/?sle=Campanula&art=barbata,https://en.wikipedia.org/wiki/Campanula_barbata,https://upload.wikimedia.org/wikipedia/commons/3/3d/Campanulaceae_-_Campanula_barbata.jpg,,FUNNET
Skjermsveve,Hieracium umbellatum,Kurvplantefamilien,Urt/staude,https://norskflora.no/plante/?sle=Hieracium&art=umbellatum,https://en.wikipedia.org/wiki/Hieracium_umbellatum,https://upload.wikimedia.org/wikipedia/commons/7/7f/Canada_Hawkweed.jpg,,FUNNET
Skjørbuksurt,Cochlearia officinalis,Korsblomstfamilien,Urt/staude,https://norskflora.no/plante/?sle=Cochlearia&art=officinalis,https://en.wikipedia.org/wiki/Cochlearia,https://upload.wikimedia.org/wikipedia/commons/a/a9/Cochlearia_excelsa.jpg,,FUNNET
Skogburkne,Athyrium filix-femina,Storburknefamilien,Bregne,https://norskflora.no/plante/?sle=Athyrium&art=filix-femina,https://en.wikipedia.org/wiki/Athyrium_filix-femina,https://upload.wikimedia.org/wikipedia/commons/e/eb/Athyrium_filix-femina0.jpg,,FUNNET
Skogfiol,Viola riviniana,Fiolfamilien,Urt/staude,https://norskflora.no/plante/?sle=Viola&art=riviniana,https://en.wikipedia.org/wiki/Viola_riviniana,https://upload.wikimedia.org/wikipedia/commons/a/ae/Viola_riviniana-01_%28xndr%29.jpg,,FUNNET
Skogkløver,Trifolium medium,Erteblomstfamilien,Urt/staude,https://norskflora.no/plante/?sle=Trifolium&art=medium,https://en.wikipedia.org/wiki/Trifolium_medium,https://upload.wikimedia.org/wikipedia/commons/9/97/Trifolium_medium_-_Niitv%C3%A4lja.jpg,,FUNNET
Skogkråkefot,Lycopodium complanatum,Kråkefotfamilien,Kråkefotplante,https://norskflora.no/plante/?sle=Lycopodium&art=complanatum,https://en.wikipedia.org/wiki/Diphasiastrum_complanatum,https://upload.wikimedia.org/wikipedia/commons/9/9d/Diphasiastrum_complanatum_151207c.jpg,,FUNNET
Skogrørkvein,Calamagrostis purpurea,Gressfamilien,Gressplante,https://norskflora.no/plante/?sle=Calamagrostis&art=purpurea,https://en.wikipedia.org/wiki/Calamagrostis_purpurea,https://upload.wikimedia.org/wikipedia/commons/a/a4/Calamagrostis_phragmitoides_01.JPG,,FUNNET
Skogsalat,Lactuca muralis,Kurvplantefamilien,Urt/staude,https://norskflora.no/plante/?sle=Lactuca&art=muralis,https://en.wikipedia.org/wiki/Lactuca_muralis,https://upload.wikimedia.org/wikipedia/commons/5/54/Mycelis_muralis.jpeg,,FUNNET
Skogsivaks,Scirpus sylvaticus,Starrfamilien,Gressplante,https://norskflora.no/plante/?sle=Scirpus&art=sylvaticus,https://en.wikipedia.org/wiki/Scirpus_sylvaticus,https://upload.wikimedia.org/wikipedia/commons/1/11/ScirpusSylvaticus.jpg,,FUNNET
Skogstorkenebb,Geranium sylvaticum,Storkenebbfamilien,Urt/staude,https://norskflora.no/plante/?sle=Geranium&art=sylvaticum,https://en.wikipedia.org/wiki/Geranium_sylvaticum,https://upload.wikimedia.org/wikipedia/commons/0/0a/Geranium_sylvaticum_%281%29.JPG,,FUNNET
Skogsvinerot,Stachys sylvatica,Leppeblomstfamilien,Urt/staude,https://norskflora.no/plante/?sle=Stachys&art=sylvatica,https://en.wikipedia.org/wiki/Stachys_sylvatica,https://upload.wikimedia.org/wikipedia/commons/0/0f/Wald-Ziest_%28Stachys_sylvatica%29.jpg,,FUNNET
Skrubbær,Cornus suecica,Kornellfamilien,Urt/staude,https://norskflora.no/plante/?sle=Cornus&art=suecica,https://en.wikipedia.org/wiki/Cornus_suecica,https://upload.wikimedia.org/wikipedia/commons/7/7f/Cornus_suecica_LC0306.jpg,,FUNNET
Skvallerkål,Aegopodium podagraria,Skjermplantefamilien,Urt/staude,https://norskflora.no/plante/?sle=Aegopodium&art=podagraria,https://en.wikipedia.org/wiki/Aegopodium_podagraria,https://upload.wikimedia.org/wikipedia/commons/4/45/Illustration_Aegopodium_podagraria0_clean_no-description.jpg,,FUNNET
Slyngsøtvier,Solanum dulcamara,Søtvierfamilien,Tre/busk,https://norskflora.no/plante/?sle=Solanum&art=dulcamara,https://en.wikipedia.org/wiki/Solanum_dulcamara,https://upload.wikimedia.org/wikipedia/commons/2/29/Solanum_dulcamara_%285386574212%29.jpg,,FUNNET
Slåpetorn,Prunus spinosa,Rosefamilien,Tre/busk,https://norskflora.no/plante/?sle=Prunus&art=spinosa,https://en.wikipedia.org/wiki/Prunus_spinosa,https://upload.wikimedia.org/wikipedia/commons/7/7f/Closeup_of_blackthorn_aka_sloe_aka_prunus_spinosa_sweden_20050924.jpg,,FUNNET
Sløke,Angelica sylvestris,Skjermplantefamilien,Urt/staude,https://norskflora.no/plante/?sle=Angelica&art=sylvestris,https://en.wikipedia.org/wiki/Angelica_sylvestris,https://upload.wikimedia.org/wikipedia/commons/1/13/Illustration_Angelica_silvestris0.jpg,,FUNNET
Smalkjempe,Plantago lanceolata,Maskeblomstfamilien,Urt/staude,https://norskflora.no/plante/?sle=Plantago&art=lanceolata,https://en.wikipedia.org/wiki/Plantago_lanceolata,https://upload.wikimedia.org/wikipedia/commons/1/17/Ribwort_600.jpg,,FUNNET
Smyle,Avenella flexuosa,Gressfamilien,Gressplante,https://norskflora.no/plante/?sle=Avenella&art=flexuosa,https://en.wikipedia.org/wiki/Avenella_flexuosa,https://upload.wikimedia.org/wikipedia/commons/6/6b/Deschampsia-flexuosa-01.jpg,,FUNNET
Småbladlind,Tilia cordata,Kattostfamilien,Tre/busk,https://norskflora.no/plante/?sle=Tilia&art=cordata,https://en.wikipedia.org/wiki/Tilia_cordata,https://upload.wikimedia.org/wikipedia/commons/5/52/Tilia-cordata2.JPG,,FUNNET
Smårørkvein,Achnatherum calamagrostis,Gressfamilien,Gressplante,https://norskflora.no/plante/?sle=Achnatherum&art=calamagrostis,https://en.wikipedia.org/wiki/Achnatherum_calamagrostis,https://upload.wikimedia.org/wikipedia/commons/7/7e/Achnatherum_calamagrostis_-_Berlin_Botanical_Garden_-_IMG_8584.JPG,,FUNNET
Småtranebær,Vaccinium microcarpum,Lyngfamilien,Lyngplante,https://norskflora.no/plante/?sle=Vaccinium&art=microcarpum,https://en.wikipedia.org/wiki/Vaccinium,https://upload.wikimedia.org/wikipedia/commons/8/8b/Vaccinium.jpg,,FUNNET
Småvier,Salix arbuscula,Vierfamilien,Tre/busk,https://norskflora.no/plante/?sle=Salix&art=arbuscula,https://en.wikipedia.org/wiki/Salix_arbuscula,https://upload.wikimedia.org/wikipedia/commons/3/3a/Salix_arbuscula_General_view.JPG,,FUNNET
Sneglebelg,Medicago lupulina,Erteblomstfamilien,Urt/staude,https://norskflora.no/plante/?sle=Medicago&art=lupulina,https://en.wikipedia.org/wiki/Medicago_lupulina,https://upload.wikimedia.org/wikipedia/commons/b/b1/MedicagoLupulina02.jpg,,FUNNET
Snerprørkvein,Calamagrostis arundinacea,Gressfamilien,Gressplante,https://norskflora.no/plante/?sle=Calamagrostis&art=arundinacea,https://en.wikipedia.org/wiki/Calamagrostis_arundinacea,https://upload.wikimedia.org/wikipedia/commons/2/24/Calamagrostis.arundinacea.jpg,,FUNNET
Solblom,Arnica montana,Kurvplantefamilien,Urt/staude,https://norskflora.no/plante/?sle=Arnica&art=montana,https://en.wikipedia.org/wiki/Arnica_montana,https://upload.wikimedia.org/wikipedia/commons/1/17/Arnica_montana_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-015.jpg,,FUNNET
Solrose,Helianthemum nummularium,Solrosefamilien,Urt/staude,https://norskflora.no/plante/?sle=Helianthemum&art=nummularium,https://en.wikipedia.org/wiki/Helianthemum_nummularium,https://upload.wikimedia.org/wikipedia/commons/a/a8/Sonnenr%C3%B6schen.jpg,,FUNNET
Sommereik,Quercus robur,Bøkefamilien,Tre/busk,https://norskflora.no/plante/?sle=Quercus&art=robur,https://en.wikipedia.org/wiki/Quercus_robur,https://upload.wikimedia.org/wikipedia/commons/a/af/Quercus_robur.jpg,,FUNNET
Spisslønn,Acer platanoides,Lønnefamilien,Tre/busk,https://norskflora.no/plante/?sle=Acer&art=platanoides,https://en.wikipedia.org/wiki/Acer_platanoides,https://upload.wikimedia.org/wikipedia/commons/6/60/Spitz-Ahorn%28mbo%29.jpg,,FUNNET
Steinnype,Rosa canina,Rosefamilien,Tre/busk,https://norskflora.no/plante/?sle=Rosa&art=canina,https://en.wikipedia.org/wiki/Rosa_canina,https://upload.wikimedia.org/wikipedia/commons/3/32/Divlja_ruza_cvijet_270508.jpg,,FUNNET
Stjernemarikåpe,Alchemilla vulgaris,Rosefamilien,Urt/staude,https://norskflora.no/plante/?sle=Alchemilla&art=vulgaris,https://en.wikipedia.org/wiki/Alchemilla_vulgaris,https://upload.wikimedia.org/wikipedia/commons/8/84/Nordens_flora_Alchemilla_vulgaris.jpg,,FUNNET
Storblåfjær,Polygala vulgaris,Blåfjærfamilien,Urt/staude,https://norskflora.no/plante/?sle=Polygala&art=vulgaris,https://en.wikipedia.org/wiki/Polygala_vulgaris,https://upload.wikimedia.org/wikipedia/commons/3/32/Polygala_vulgaris_290504.jpg,,FUNNET
Storfrytle,Luzula sylvatica,Sivfamilien,Gressplante,https://norskflora.no/plante/?sle=Luzula&art=sylvatica,https://en.wikipedia.org/wiki/Luzula,https://upload.wikimedia.org/wikipedia/commons/5/57/Luzula_sylvatica0.jpg,,FUNNET
Storklokke,Campanula latifolia,Klokkefamilien,Urt/staude,https://norskflora.no/plante/?sle=Campanula&art=latifolia,https://en.wikipedia.org/wiki/Campanula_latifolia,https://upload.wikimedia.org/wikipedia/commons/5/5c/Campanula_latifolia1.jpg,,FUNNET
Storkonvall,Polygonatum multiflorum,Aspargesfamilien,Urt/staude,https://norskflora.no/plante/?sle=Polygonatum&art=multiflorum,https://en.wikipedia.org/wiki/Polygonatum,https://upload.wikimedia.org/wikipedia/commons/f/f1/Polygonatum_multiflorum2_ies.jpg,,FUNNET
Storveronika,Veronica longifolia,Maskeblomstfamilien,Urt/staude,https://norskflora.no/plante/?sle=Veronica&art=longifolia,https://en.wikipedia.org/wiki/Veronica_longifolia,https://upload.wikimedia.org/wikipedia/commons/3/3e/Veronica_longifolia_Przetacznik_d%C5%82ugolistny_2020-07-12_05.jpg,,FUNNET
Strandkål,Crambe maritima,Korsblomstfamilien,Urt/staude,https://norskflora.no/plante/?sle=Crambe&art=maritima,https://en.wikipedia.org/wiki/Crambe_maritima,https://upload.wikimedia.org/wikipedia/commons/a/ab/Crambe_Maritima_Estonia.jpg,,FUNNET
Strandrug,Leymus arenarius,Gressfamilien,Gressplante,https://norskflora.no/plante/?sle=Leymus&art=arenarius,https://en.wikipedia.org/wiki/Leymus_arenarius,https://upload.wikimedia.org/wikipedia/commons/7/7c/Leymus_arenarius_habitus.jpeg,,FUNNET
Strandrør,Phalaris arundinacea,Gressfamilien,Gressplante,https://norskflora.no/plante/?sle=Phalaris&art=arundinacea,https://en.wikipedia.org/wiki/Phalaris_arundinacea,https://upload.wikimedia.org/wikipedia/commons/a/a4/Phalaris_arundinacea_1.jpg,,FUNNET
Strandstjerne,Tripolium pannonicum,Kurvplantefamilien,Urt/staude,https://norskflora.no/plante/?sle=Tripolium&art=pannonicum,https://en.wikipedia.org/wiki/Tripolium_pannonicum,https://upload.wikimedia.org/wikipedia/commons/d/d4/Sea_Aster.jpg,,FUNNET
Strandtorn,Eryngium maritimum,Skjermplantefamilien,Urt/staude,https://norskflora.no/plante/?sle=Eryngium&art=maritimum,https://en.wikipedia.org/wiki/Eryngium_maritimum,https://upload.wikimedia.org/wikipedia/commons/3/37/Illustration_Eryngium_maritimum0.jpg,,FUNNET
Strandvindel,Calystegia sepium,Vindelfamilien,Urt/staude,https://norskflora.no/plante/?sle=Calystegia&art=sepium,https://en.wikipedia.org/wiki/Calystegia_sepium,https://upload.wikimedia.org/wikipedia/commons/0/0f/Calystegia_April_2008-1.jpg,,FUNNET
Strandvortemelk,Euphorbia palustris,Vortemelkfamilien,Urt/staude,https://norskflora.no/plante/?sle=Euphorbia&art=palustris,https://en.wikipedia.org/wiki/Euphorbia_palustris,https://upload.wikimedia.org/wikipedia/commons/a/a6/Dr%C3%B6singer_Wald_02.jpg,,FUNNET
Strikråkefot,Lycopodium annotinum,Kråkefotfamilien,Kråkefotplante,https://norskflora.no/plante/?sle=Lycopodium&art=annotinum,https://en.wikipedia.org/wiki/Lycopodium_annotinum,https://upload.wikimedia.org/wikipedia/commons/f/f6/Lycopodium_annotinum_161102a.jpg,,FUNNET
Strutseving,Onoclea struthiopteris,Strutsevingfamilien,Bregne,https://norskflora.no/plante/?sle=Onoclea&art=struthiopteris,https://en.wikipedia.org/wiki/Matteuccia,https://upload.wikimedia.org/wikipedia/commons/5/53/Matteuccia_struthiopteris_fiddleheads.jpg,,FUNNET
Svartor,Alnus glutinosa,Bjørkefamilien,Tre/busk,https://norskflora.no/plante/?sle=Alnus&art=glutinosa,https://en.wikipedia.org/wiki/Alnus_glutinosa,https://upload.wikimedia.org/wikipedia/commons/2/2c/20120904Alnus_glutinosa01.jpg,,FUNNET
Svartsøtvier,Solanum nigrum,Søtvierfamilien,Urt/staude,https://norskflora.no/plante/?sle=Solanum&art=nigrum,https://en.wikipedia.org/wiki/Solanum_nigrum,https://upload.wikimedia.org/wikipedia/commons/7/7e/Solanum_nigrum_flower.jpg,,FUNNET
Svartvier,Salix myrsinifolia,Vierfamilien,Tre/busk,https://norskflora.no/plante/?sle=Salix&art=myrsinifolia,https://en.wikipedia.org/wiki/Salix_myrsinifolia,https://upload.wikimedia.org/wikipedia/commons/f/f4/Salix_myrsinifolia_%28Schwarz-Weide%29_IMG_4622.JPG,,FUNNET
Svenskasal,Scandosorbus intermedia,Rosefamilien,Tre/busk,https://norskflora.no/plante/?sle=Scandosorbus&art=intermedia,https://en.wikipedia.org/wiki/Scandosorbus_intermedia,https://upload.wikimedia.org/wikipedia/commons/7/73/Zweedse_lijsterbes_27-08-2005_15.29.26.JPG,,FUNNET
Sverdlilje,Iris pseudacorus,Sverdliljefamilien,Urt/staude,https://norskflora.no/plante/?sle=Iris&art=pseudacorus,https://en.wikipedia.org/wiki/Iris_pseudacorus,https://upload.wikimedia.org/wikipedia/commons/c/c3/Iris_pseudacorus_iris_des_marais.jpg,,FUNNET
Sølvasal,Aria edulis,Rosefamilien,Tre/busk,https://norskflora.no/plante/?sle=Aria&art=edulis,https://en.wikipedia.org/wiki/Aria_edulis,https://upload.wikimedia.org/wikipedia/commons/5/5a/Sorbus_aria-3420.jpg,,FUNNET
Sølvbunke,Deschampsia cespitosa,Gressfamilien,Gressplante,https://norskflora.no/plante/?sle=Deschampsia&art=cespitosa,https://en.wikipedia.org/wiki/Deschampsia_cespitosa,https://upload.wikimedia.org/wikipedia/commons/e/e0/DeschampsiaCesp.jpg,,FUNNET
Sølvvier,Salix glauca,Vierfamilien,Tre/busk,https://norskflora.no/plante/?sle=Salix&art=glauca,https://en.wikipedia.org/wiki/Salix_glauca,https://upload.wikimedia.org/wikipedia/commons/d/df/Salix_glauca_hg.jpg,,FUNNET
Søterot,Gentiana purpurea,Søterotfamilien,Urt/staude,https://norskflora.no/plante/?sle=Gentiana&art=purpurea,https://en.wikipedia.org/wiki/Gentiana_purpurea,https://upload.wikimedia.org/wikipedia/commons/8/8c/Gentiana_purpurea_Swiss.jpg,,FUNNET
Søtkirsebær,Prunus avium,Rosefamilien,Tre/busk,https://norskflora.no/plante/?sle=Prunus&art=avium,https://en.wikipedia.org/wiki/Prunus_avium,https://upload.wikimedia.org/wikipedia/commons/4/49/Prunus_avium_fruit.jpg,,FUNNET
Takrør,Phragmites australis,Gressfamilien,Gressplante,https://norskflora.no/plante/?sle=Phragmites&art=australis,https://en.wikipedia.org/wiki/Phragmites_australis,https://upload.wikimedia.org/wikipedia/commons/8/86/Phragmites_australis_-_NASA_Tracks_an_Environmental_Invader_%2848049936657%29.jpg,,FUNNET
Teiebær,Rubus saxatilis,Rosefamilien,Urt/staude,https://norskflora.no/plante/?sle=Rubus&art=saxatilis,https://en.wikipedia.org/wiki/Rubus_saxatilis,https://upload.wikimedia.org/wikipedia/commons/7/73/Rubus_saxatilis_-_Niitv%C3%A4lja_bog.jpg,,FUNNET
Tepperot,Potentilla erecta,Rosefamilien,Urt/staude,https://norskflora.no/plante/?sle=Potentilla&art=erecta,https://en.wikipedia.org/wiki/Potentilla_erecta,https://upload.wikimedia.org/wikipedia/commons/1/13/Potentilla_erecta_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-248.jpg,,FUNNET
Tindved,Hippophae rhamnoides,Sølvbuskfamilien,Tre/busk,https://norskflora.no/plante/?sle=Hippophae&art=rhamnoides,https://en.wikipedia.org/wiki/Hippophae_rhamnoides,https://upload.wikimedia.org/wikipedia/commons/3/3a/Hippophae_rhamnoides-01_%28xndr%29.JPG,,FUNNET
Tiriltunge,Lotus corniculatus,Erteblomstfamilien,Urt/staude,https://norskflora.no/plante/?sle=Lotus&art=corniculatus,https://en.wikipedia.org/wiki/Lotus_corniculatus,https://upload.wikimedia.org/wikipedia/commons/0/02/%28MHNT%29_Lotus_corniculatus_-_Plant_habit.jpg,,FUNNET
Trollbær,Actaea spicata,Soleiefamilien,Urt/staude,https://norskflora.no/plante/?sle=Actaea&art=spicata,https://en.wikipedia.org/wiki/Actaea_spicata,https://upload.wikimedia.org/wikipedia/commons/0/08/Illustration_Actaea_spicata0.jpg,,FUNNET
Trollhegg,Frangula alnus,Trollheggfamilien,Tre/busk,https://norskflora.no/plante/?sle=Frangula&art=alnus,https://en.wikipedia.org/wiki/Frangula_alnus,https://upload.wikimedia.org/wikipedia/commons/5/5c/Frangula-alnus-fruits.JPG,,FUNNET
Trollnyperose,Rosa spinosissima,Rosefamilien,Tre/busk,https://norskflora.no/plante/?sle=Rosa&art=spinosissima,https://en.wikipedia.org/wiki/Rosa_pimpinellifolia,https://upload.wikimedia.org/wikipedia/commons/f/f9/Rosa_pimpinellifolia.jpg,,FUNNET
Tundraarve,Cerastium arcticum,Nellikfamilien,Urt/staude,https://norskflora.no/plante/?sle=Cerastium&art=arcticum,https://en.wikipedia.org/wiki/Cerastium_arcticum,https://upload.wikimedia.org/wikipedia/commons/b/bf/Mouseearchickweed.jpg,,FUNNET
Turt,Cicerbita alpina,Kurvplantefamilien,Urt/staude,https://norskflora.no/plante/?sle=Cicerbita&art=alpina,https://en.wikipedia.org/wiki/Cicerbita_alpina,https://upload.wikimedia.org/wikipedia/commons/9/9d/Cicerbita_alpina_2005.07.31_11.58.41.jpg,,FUNNET
Tusenfryd,Bellis perennis,Kurvplantefamilien,Urt/staude,https://norskflora.no/plante/?sle=Bellis&art=perennis,https://en.wikipedia.org/wiki/Bellis_perennis,https://upload.wikimedia.org/wikipedia/commons/4/4b/Bellis_perennis_sl1.jpg,,FUNNET
Tveskjeggveronika,Veronica chamaedrys,Maskeblomstfamilien,Urt/staude,https://norskflora.no/plante/?sle=Veronica&art=chamaedrys,https://en.wikipedia.org/wiki/Veronica_chamaedrys,https://upload.wikimedia.org/wikipedia/commons/b/b2/Ehrenpreis-JR-T20-2021-05-29.jpg,,FUNNET
Tysbast,Daphne mezereum,Tysbastfamilien,Tre/busk,https://norskflora.no/plante/?sle=Daphne&art=mezereum,https://en.wikipedia.org/wiki/Daphne_mezereum,https://upload.wikimedia.org/wikipedia/commons/8/85/Daphne_mezereum_Kouvervaara_Kuusamo_29.7.2005.jpg,,FUNNET
Tyttebær,Vaccinium vitis-idaea,Lyngfamilien,Lyngplante,https://norskflora.no/plante/?sle=Vaccinium&art=vitis-idaea,https://en.wikipedia.org/wiki/Vaccinium_vitis-idaea,https://upload.wikimedia.org/wikipedia/commons/f/f1/Vaccinium_vitis-idaea_20060824_003.jpg,,FUNNET
Ugressklokke,Campanula rapunculoides,Klokkefamilien,Urt/staude,https://norskflora.no/plante/?sle=Campanula&art=rapunculoides,https://en.wikipedia.org/wiki/Campanula_rapunculoides,https://upload.wikimedia.org/wikipedia/commons/a/a8/Creeping_Bellflower%2C_Ottawa.jpg,,FUNNET
Ullvier,Salix lanata,Vierfamilien,Tre/busk,https://norskflora.no/plante/?sle=Salix&art=lanata,https://en.wikipedia.org/wiki/Salix_lanata,https://upload.wikimedia.org/wikipedia/commons/6/67/Salix-lanata-total.JPG,,FUNNET
Vadderot,Phyteuma spicatum,Klokkefamilien,Urt/staude,https://norskflora.no/plante/?sle=Phyteuma&art=spicatum,https://en.wikipedia.org/wiki/Phyteuma_spicatum,https://upload.wikimedia.org/wikipedia/commons/a/a9/Phyteuma_spicata_280504.jpg,,FUNNET
